up down i
0 0 inf1
1 1 02
1040.534176513805 1040.534176513805 -99.90389551611366211
1046.465618108656 1046.465618108657 -99.90444024316758212
1052.40177668464 1052.40177668464 -99.90497925581712213
1058.342630096304 1058.342630096305 -99.90551264103303214
1064.288156405165 1064.288156405165 -99.90604048405676215
1070.238333876816 1070.238333876817 -99.90656286844285216
1076.193140978097 1076.193140978098 -99.90707987610006217
1082.152556374309 1082.15255637431 -99.90759158733127218
1088.116558926484 1088.116558926485 -99.90809808087232219
1094.085127688705 1094.085127688705 -99.9085994339296220
1100.058241905471 1100.058241905472 -99.90909572221672221
1106.035881009115 1106.035881009115 -99.90958701999006222
1112.018024617263 1112.018024617264 -99.91007340008326223
1118.004652530344 1118.004652530345 -99.9105549339409224
1123.99574472914 1123.99574472914 -99.91103169165106225
1129.991281372379 1129.99128137238 -99.9115037419771226
1135.99124279438 1135.991242794381 -99.91197115238849227
1141.995609502725 1141.995609502725 -99.91243398909081228
1148.004362175981 1148.004362175982 -99.91289231705495229
1154.017481661465 1154.017481661465 -99.91334620004544230
1160.034948973036 1160.034948973036 -99.91379570064809231
1166.056745288935 1166.056745288936 -99.9142408802968232
1172.082851949663 1172.082851949663 -99.91468179929976233
1178.113250455884 1178.113250455884 -99.91511851686478234
1184.147922466378 1184.147922466379 -99.9155510911241235
1190.186849796022 1190.186849796022 -99.91597957915845236
1196.230014413801 1196.230014413801 -99.91640403702046237
1202.277398440862 1202.277398440863 -99.91682451975755238
1208.328984148596 1208.328984148597 -99.91724108143411239
1214.384753956749 1214.384753956749 -99.91765377515311240
1220.444690431568 1220.444690431568 -99.91806265307723241
1226.50877628398 1226.50877628398 -99.91846776644931242
1232.576994367797 1232.576994367798 -99.91886916561245243
1238.649327677952 1238.649327677952 -99.91926690002938244
1244.725759348762 1244.725759348763 -99.91966101830151245
1250.806272652226 1250.806272652226 -99.92005156818736246
1256.89085099634 1256.89085099634 -99.92043859662063247
1262.97947792345 1262.97947792345 -99.92082214972774248
1269.072137108624 1269.072137108624 -99.92120227284495249
1275.168812358055 1275.168812358056 -99.92157901053505250
1281.269487607487 1281.269487607487 -99.92195240660364251
1287.374146920663 1287.374146920664 -99.92232250411494252
1293.482774487808 1293.482774487808 -99.92268934540735253
1299.595354624122 1299.595354624123 -99.92305297210848254
1305.711871768311 1305.711871768312 -99.92341342514982255
1311.832310481127 1311.832310481128 -99.92377074478118256
1317.956655443943 1317.956655443944 -99.92412497058466257
1324.084891457343 1324.084891457344 -99.92447614148826258
1330.217003439735 1330.217003439736 -99.92482429577927259
1336.352976425989 1336.352976425989 -99.92516947111729260
1342.492795566088 1342.492795566088 -99.92551170454678261
1348.636446123812 1348.636446123812 -99.92585103250964262
1354.783913475428 1354.783913475429 -99.92618749085717263
1360.935183108414 1360.935183108414 -99.92652111486196264
1367.090240620187 1367.090240620188 -99.92685193922928265
1373.249071716867 1373.249071716867 -99.92717999810847266
1379.411662212042 1379.411662212043 -99.92750532510389267
1385.57799802557 1385.57799802557 -99.9278279532856268
1391.748065182381 1391.748065182381 -99.92814791519983269
1397.92184981131 1397.921849811311 -99.92846524287931270
1404.099338143944 1404.099338143945 -99.92877996785316271
1410.280516513478 1410.280516513479 -99.92909212115674272
1416.465371353601 1416.465371353601 -99.92940173334107273
1422.653889197386 1422.653889197386 -99.92970883448231274
1428.846056676208 1428.846056676208 -99.93001345419074275
1435.041860518666 1435.041860518666 -99.9303156216197276
1441.24128754953 1441.24128754953 -99.93061536547432277
1447.444324688697 1447.444324688698 -99.93091271401995278
1453.650958950167 1453.650958950167 -99.93120769509059279
1459.861177441027 1459.861177441027 -99.93150033609686280
1466.074967360458 1466.074967360459 -99.93179066403405281
1472.292315998751 1472.292315998752 -99.93207870548987282
1478.513210736335 1478.513210736335 -99.93236448665201283
1484.737639042823 1484.737639042824 -99.93264803331556284
1490.965588476072 1490.965588476072 -99.93292937089034285
1497.19704668125 1497.197046681251 -99.93320852440792286
1503.432001389926 1503.432001389926 -99.93348551852861287
1509.670440419158 1509.670440419158 -99.93376037754823288
1515.912351670613 1515.912351670613 -99.93403312540481289
1522.15772312968 1522.15772312968 -99.934303785685290
1528.406542864609 1528.406542864609 -99.93457238163053291
1534.658799025655 1534.658799025656 -99.93483893614435292
1540.914479844235 1540.914479844236 -99.93510347179678293
1547.173573632099 1547.173573632099 -99.93536601083149294
1553.436068780507 1553.436068780507 -99.93562657517123295
1559.701953759423 1559.701953759424 -99.93588518642365296
1565.971217116718 1565.971217116718 -99.93614186588687297
1572.243847477379 1572.24384747738 -99.93639663455487298
1578.519833542739 1578.519833542739 -99.93664951312299299
1584.799164089704 1584.799164089704 -99.93690052199302300
1591.081827970002 1591.081827970003 -99.93714968127847301
1597.367814109437 1597.367814109437 -99.93739701080949302
1603.657111507149 1603.65711150715 -99.93764253013789303
1609.949709234895 1609.949709234896 -99.93788625854191304
1616.245596436325 1616.245596436326 -99.93812821503091305
1622.54476232628 1622.54476232628 -99.93836841835008306
1628.84719619009 1628.847196190091 -99.93860688698494307
1635.152887382892 1635.152887382892 -99.93884363916575308
1641.461825328939 1641.46182532894 -99.93907869287187309
1647.773999520942 1647.773999520942 -99.93931206583608310
1654.089399519396 1654.089399519396 -99.93954377554864311
1660.408014951933 1660.408014951934 -99.93977383926152312
1666.729835512676 1666.729835512677 -99.94000227399231313
1673.054850961598 1673.054850961598 -99.94022909652814314
1679.383051123895 1679.383051123896 -99.94045432342965315
1685.714425889367 1685.714425889368 -99.94067797103463316
1692.048965211801 1692.048965211802 -99.9409000554618317
1698.386659108368 1698.386659108368 -99.94112059261437318
1704.727497659022 1704.727497659023 -99.9413395981837319
1711.071471005915 1711.071471005916 -99.94155708765271320
1717.418569352808 1717.418569352808 -99.94177307629926321
1723.768782964498 1723.768782964499 -99.94198757919959322
1730.122102166251 1730.122102166251 -99.94220061123157323
1736.478517343236 1736.478517343236 -99.94241218707793324
1742.838018939973 1742.838018939974 -99.94262232122938325
1749.200597459788 1749.200597459788 -99.94283102798776326
1755.566243464265 1755.566243464266 -99.94303832146907327
1761.934947572718 1761.934947572718 -99.94324421560641328
1768.306700461658 1768.306700461659 -99.94344872415297329
1774.681492864277 1774.681492864277 -99.94365186068484330
1781.059315569926 1781.059315569926 -99.94385363860387331
1787.44015942361 1787.440159423611 -99.94405407114037332
1793.824015325488 1793.824015325488 -99.94425317135594333
1800.210874230368 1800.210874230369 -99.94445095214598334
1806.600727147225 1806.600727147225 -99.9446474262424335
1812.993565138708 1812.993565138708 -99.94484260621614336
1819.389379320667 1819.389379320668 -99.94503650447972337
1825.788160861677 1825.788160861678 -99.94522913328962338
1832.189900982569 1832.189900982569 -99.94542050474881339
1838.594590955967 1838.594590955968 -99.94561063080907340
1845.002222105837 1845.002222105837 -99.94579952327331341
1851.412785807026 1851.412785807026 -99.94598719379786342
1857.826273484823 1857.826273484823 -99.94617365389479343
1864.242676614515 1864.242676614515 -99.946358914934344
1870.661986720951 1870.661986720952 -99.94654298814547345
1877.084195378112 1877.084195378113 -99.94672588462137346
1883.509294208684 1883.509294208684 -99.94690761531815347
1889.937274883635 1889.937274883636 -99.94708819105855348
1896.368129121806 1896.368129121806 -99.94726762253367349
1902.801848689489 1902.801848689489 -99.94744592030493350
1909.238425400029 1909.238425400029 -99.94762309480598351
1915.677851113418 1915.677851113419 -99.94779915634466352
1922.120117735898 1922.120117735899 -99.94797411510487353
1928.565217219568 1928.565217219569 -99.94814798114832354
1935.013141561996 1935.013141561996 -99.94832076441649355
1941.463882805831 1941.463882805832 -99.94849247473229356
1947.917433038431 1947.917433038431 -99.94866312180186357
1954.373784391478 1954.373784391479 -99.9488327152162358
1960.832929040615 1960.832929040616 -99.94900126445302359
1967.294859205073 1967.294859205073 -99.94916877887825360
1973.759567147308 1973.759567147308 -99.94933526774768361
1980.227045172645 1980.227045172646 -99.94950074020869362
1986.697285628922 1986.697285628922 -99.94966520530161363
1993.170280906135 1993.170280906135 -99.9498286719615364
1999.646023436095 1999.646023436096 -99.9499911490194365
2006.124505692083 2006.124505692083 -99.95015264520411366
2012.605720188508 2012.605720188508 -99.95031316914343367
2019.089659480573 2019.089659480573 -99.95047272936573368
2025.576316163942 2025.576316163943 -99.95063133430128369
2032.065682874412 2032.065682874412 -99.95078899228371370
2038.557752287584 2038.557752287584 -99.95094571155134371
2045.052517118546 2045.052517118546 -99.95110150024858372
2051.549970121553 2051.549970121552 -99.9512563664271373
2058.050104089707 2058.050104089706 -99.95141031804748374
2064.552911854653 2064.552911854652 -99.95156336298375
2071.058386286265 2071.058386286265 -99.95171550900629376
2077.566520292346 2077.566520292345 -99.95186676382039377
2084.07730681832 2084.077306818319 -99.95201713503378
2090.59073884694 2090.590738846939 -99.95216663015773379
2097.106809397987 2097.106809397986 -99.95231525664218380
2103.625511527981 2103.625511527981 -99.95246302183915381
2110.146838329892 2110.146838329891 -99.95260993302284382
2116.67078293285 2116.670782932849 -99.95275599738683383
2123.197338501865 2123.197338501864 -99.95290122204531384
2129.726498237547 2129.726498237546 -99.95304561403408385
2136.258255375826 2136.258255375825 -99.95318918031167386
2142.79260318768 2142.79260318768 -99.95333192776037387
2149.329534978863 2149.329534978862 -99.95347386318726388
2155.869044089633 2155.869044089633 -99.9536149933252389
2162.411123894491 2162.41112389449 -99.95375532483388390
2168.955767801913 2168.955767801912 -99.95389486430078391
2175.502969254092 2175.502969254091 -99.95403361824215392
2182.052721726679 2182.052721726678 -99.95417159310387393
2188.605018728528 2188.605018728527 -99.95430879526256394
2195.159853801443 2195.159853801442 -99.95444523102638395
2201.717220519927 2201.717220519926 -99.95458090663593396
2208.277112490937 2208.277112490936 -99.95471582826519397
2214.839523353634 2214.839523353633 -99.95485000202241398
2221.404446779145 2221.404446779144 -99.95498343395096399
2227.97187647032 2227.971876470319 -99.95511613003009400
2234.541806161496 2234.541806161495 -99.95524809617598401
2241.114229618257 2241.114229618256 -99.95537933824234402
2247.689140637207 2247.689140637206 -99.95550986202134403
2254.266533045736 2254.266533045735 -99.95563967324441404
2260.846400701789 2260.846400701788 -99.955768777583405
2267.428737493644 2267.428737493643 -99.95589718064937406
2274.013537339687 2274.013537339686 -99.95602488799733407
2280.600794188187 2280.600794188186 -99.95615190512301408
2287.190502017078 2287.190502017078 -99.95627823746561409
2293.782654833745 2293.782654833744 -99.95640389040813410
2300.377246674802 2300.377246674801 -99.956528869278411
2306.974271605884 2306.974271605883 -99.956653179348412
2313.573723721431 2313.57372372143 -99.95677682583668413
2320.175597144484 2320.175597144483 -99.95689981390927414
2326.779886026475 2326.779886026474 -99.95702214867825415
2333.38658454702 2333.386584547019 -99.95714383520401416
2339.995686913718 2339.995686913717 -99.95726487849558417
2346.607187361952 2346.607187361951 -99.95738528351117418
2353.221080154683 2353.221080154682 -99.9575050551589419
2359.837359582259 2359.837359582258 -99.95762419829738420
2366.456019962216 2366.456019962215 -99.95774271773634421
2373.077055639085 2373.077055639084 -99.95786061823722422
2379.700460984201 2379.7004609842 -99.95797790451377423
2386.326230395511 2386.32623039551 -99.95809458123271424
2392.954358297387 2392.954358297386 -99.95821065301419425
2399.584839140439 2399.584839140438 -99.95832612443246426
2406.217667401331 2406.21766740133 -99.95844100001639427
2412.852837582599 2412.852837582598 -99.95855528425004428
2419.490344212464 2419.490344212463 -99.95866898157321429
2426.130181844661 2426.13018184466 -99.95878209638195430
2432.772345058253 2432.772345058252 -99.95889463302917431
2439.41682845746 2439.416828457459 -99.95900659582506432
2446.063626671481 2446.063626671481 -99.95911798903769433
2452.712734354325 2452.712734354324 -99.95922881689346434
2459.364146184635 2459.364146184634 -99.95933908357767435
2466.017856865519 2466.017856865518 -99.95944879323494436
2472.673861124385 2472.673861124384 -99.95955794996975437
2479.33215371277 2479.332153712769 -99.9596665578469438
2485.992729406178 2485.992729406177 -99.95977462089201439
2492.655583003914 2492.655583003913 -99.95988214309192440
2499.320709328923 2499.320709328922 -99.95998912839524441
2505.988103227628 2505.988103227627 -99.96009558071273442
2512.657759569772 2512.657759569771 -99.96020150391783443
2519.329673248259 2519.329673248259 -99.96030690184696444
2526.003839178999 2526.003839178998 -99.96041177830016445
2532.68025230075 2532.680252300749 -99.96051613704128446
2539.358907574966 2539.358907574966 -99.96061998179864447
2546.039799985649 2546.039799985648 -99.96072331626526448
2552.722924539188 2552.722924539187 -99.96082614409939449
2559.40827626422 2559.408276264219 -99.96092846892483450
2566.095850211474 2566.095850211473 -99.96103029433142451
2572.785641453628 2572.785641453627 -99.96113162387536452
2579.477645085162 2579.477645085161 -99.96123246107962453
2586.171856222216 2586.171856222215 -99.96133280943434454
2592.868270002441 2592.86827000244 -99.96143267239719455
2599.566881584864 2599.566881584863 -99.96153205339378456
2606.267686149743 2606.267686149742 -99.96163095581795457
2612.970678898429 2612.970678898429 -99.96172938303225458
2619.675855053229 2619.675855053229 -99.96182733836815459
2626.383209857267 2626.383209857266 -99.96192482512652460
2633.092738574348 2633.092738574347 -99.96202184657794461
2639.804436488826 2639.804436488825 -99.96211840596303462
2646.518298905468 2646.518298905467 -99.96221450649276463
2653.234321149324 2653.234321149323 -99.96231015134887464
2659.952498565594 2659.952498565593 -99.96240534368414465
2666.672826519499 2666.672826519498 -99.9625000866227466
2673.39530039615 2673.395300396149 -99.9625943832604467
2680.119915600425 2680.119915600424 -99.96268823666507468
2686.846667556836 2686.846667556835 -99.96278164987694469
2693.575551709409 2693.575551709408 -99.96287462590881470
2700.306563521557 2700.306563521556 -99.96296716774644471
2707.039698475955 2707.039698475954 -99.96305927834882472
2713.774952074421 2713.77495207442 -99.96315096064851473
2720.512319837792 2720.512319837791 -99.96324221755187474
2727.251797305804 2727.251797305803 -99.96333305193936475
2733.993380036974 2733.993380036974 -99.96342346666592476
2740.737063608481 2740.73706360848 -99.96351346456109477
2747.482843616046 2747.482843616045 -99.96360304842942478
2754.23071567382 2754.230715673819 -99.96369222105069479
2760.980675414266 2760.980675414265 -99.96378098518018480
2767.732718488046 2767.732718488045 -99.96386934354892481
2774.486840563904 2774.486840563903 -99.96395729886405482
2781.243037328559 2781.243037328558 -99.96404485380891483
2788.001304486589 2788.001304486588 -99.96413201104349484
2794.761637760321 2794.76163776032 -99.96421877320449485
2801.524032889723 2801.524032889723 -99.96430514290576486
2808.288485632294 2808.288485632293 -99.96439112273838487
2815.054991762956 2815.054991762955 -99.96447671527103488
2821.823547073945 2821.823547073944 -99.96456192305016489
2828.594147374709 2828.594147374708 -99.96464674860022490
2835.3667884918 2835.366788491799 -99.96473119442395491
2842.141466268768 2842.141466268767 -99.96481526300259492
2848.918176566062 2848.918176566061 -99.96489895679608493
2855.696915260922 2855.696915260921 -99.9649822782433494
2862.47767824728 2862.477678247279 -99.9650652297623495
2869.260461435657 2869.260461435656 -99.96514781375056496
2876.045260753067 2876.045260753066 -99.96523003258513497
2882.832072142912 2882.832072142911 -99.96531188862285498
2889.620891564885 2889.620891564884 -99.96539338420067499
2896.411714994875 2896.411714994874 -99.96547452163573500
2903.204538424864 2903.204538424863 -99.9655553032256501
2909.999357862837 2909.999357862836 -99.96563573124857502
2916.796169332683 2916.796169332682 -99.96571580796372503
2923.594968874099 2923.594968874098 -99.96579553561121504
2930.395752542499 2930.395752542498 -99.96587491641246505
2937.198516408919 2937.198516408918 -99.9659539525703506
2944.003256559924 2944.003256559923 -99.96603264626923507
2950.809969097516 2950.809969097515 -99.96611099967556508
2957.618650139045 2957.618650139044 -99.96618901493761509
2964.429295817117 2964.429295817116 -99.96626669418589510
2971.241902279502 2971.241902279501 -99.96634403953331511
2978.05646568905 2978.056465689049 -99.96642105307532512
2984.872982223597 2984.872982223596 -99.9664977368901513
2991.691448075884 2991.691448075883 -99.96657409303877514
2998.511859453462 2998.511859453461 -99.96665012356553515
3005.334212578613 3005.334212578612 -99.96672583049781516
3012.15850368826 3012.158503688259 -99.96680121584649517
3018.984729033884 3018.984729033883 -99.96687628160608518
3025.812884881439 3025.812884881438 -99.96695102975477519
3032.642967511267 3032.642967511266 -99.96702546225474520
3039.474973218018 3039.474973218018 -99.96709958105224521
3046.308898310566 3046.308898310565 -99.96717338807777522
3053.144739111926 3053.144739111925 -99.9672468852462523
3059.982491959176 3059.982491959175 -99.96732007445701524
3066.822153203371 3066.82215320337 -99.96739295759434525
3073.663719209472 3073.663719209471 -99.96746553652727526
3080.507186356257 3080.507186356256 -99.96753781310981527
3087.352551036248 3087.352551036247 -99.96760978918118528
3094.199809655634 3094.199809655633 -99.96768146656592529
3101.048958634188 3101.048958634187 -99.967752847074530
3107.899994405194 3107.899994405193 -99.96782393250101531
3114.752913415372 3114.752913415371 -99.96789472462827532
3121.607712124799 3121.607712124798 -99.96796522522298533
3128.464387006833 3128.464387006832 -99.96803543603839534
3135.322934548043 3135.322934548042 -99.96810535881386535
3142.183351248131 3142.18335124813 -99.96817499527506536
3149.045633619862 3149.045633619861 -99.9682443471341537
3155.909778188985 3155.909778188984 -99.96831341608964538
3162.775781494168 3162.775781494167 -99.96838220382703539
3169.64364008692 3169.643640086919 -99.96845071201842540
